skoll	Skǫll	skoll	norse	Sun-Chaser, Devourer	The one who mocks
ratatoskr	Ratatoskr	ratatoskr	norse	Squirrel of Yggdrasil	Drill-tooth
draupnir	Draupnir	draupnir	norse	Odin's Ring, Wealth	The dripper
mjolnir	Mjólnir	mjolnir	norse	Thunder Hammer	The grinder
wadjet	Wꜣḏyt	wadjet	egyptian	Cobra, Protection, Lower Egypt	The green one
nekhbet	Nḫbt	nekhbet	egyptian	Vulture, Protection, Upper Egypt	She of Nekheb
seshat	Sšꜣt	seshat	egyptian	Writing, Architecture	She who scrivens
mafdet	Mꜣfdt	mafdet	egyptian	Justice, Execution	The runner
menhit	Mnḥyt	menhit	egyptian	War, Lioness	The slaughterer
pakhet	Pꜣḫt	pakhet	egyptian	Hunt, Lioness	She who scratches
manawydan	Manawydan	manawydan	celtic	Sea, Craftsmanship	Manannán (Welsh form)
matholwch	Matholwch	matholwch	celtic	King of Ireland	Good bear
efnysien	Efnysien	efnysien	celtic	Trouble, Mischief	Double enemy
nisien	Nisien	nisien	celtic	Peace, Brother of Efnysien	Peaceful one
blodeuwedd	Blodeuwedd	blodeuwedd	celtic	Flower Bride, Betrayal	Flower face
gronwpebr	GronwPebr	gronwpebr	celtic	Lover of Blodeuwedd	Gronw the strong
taliesin	Taliesin	taliesin	celtic	Poet, Shapeshifter	Welsh bard
myrddin	Myrddin	myrddin	celtic	Seer, Wild Man	Merlin
gawain	Gawain	gawain	celtic	Knight, Sun Hero	Little falcon
bedwyr	Bedwyr	bedwyr	celtic	Knight, One-handed	Unknown
kai	Kai	kai	celtic	Seneschal, Steward	Unknown
don	Don	don	celtic	Mother of Gods	Goddess
beli	Beli	beli	celtic	Light, Sun	Bright, shining
math	Math	math	celtic	Magic, Kingship	Bear
amenouzume	Amenóuzume	amenouzume	japanese	Dance, Revelation, Dawn	Heavenly whirling woman
kotoshironushi	Kotoshironushi	kotoshironushi	japanese	Oracles, Fishing	Lord who substitutes
omononushi	Omononushi	omononushi	japanese	Mountains, Deity of Miwa	Great thing lord
sukunahikona	Sukunahikona	sukunahikona	japanese	Healing, Sake, Smallpox	Renowned little prince
tajikarao	Tajikarao	tajikarao	japanese	Strength, Caves	Strong hand man
toyotama	Toyotama	toyotama	japanese	Sea, Mother of Jimmu	Abundant jewel
ugayafukiaezu	Ugayafukiaezu	ugayafukiaezu	japanese	Ancestor of Jimmu	Cormorant grass-thatching unfinished
hoderi	Hoderi	hoderi	japanese	Fire, Fisherman	Fire-shining
hoori	Hoori	hoori	japanese	Agriculture, Hunter	Fire-subduing
nishinakahime	Nishinakahime	nishinakahime	japanese	Rice, Agriculture	Day-sun wave princess
kingu	Kingu	kingu	mesopotamian	Dragon, Consort of Tiamat	Unknown
lahmu	Lahmu	lahmu	mesopotamian	Primordial Being	The hairy one
lahamu	Lahamu	lahamu	mesopotamian	Primordial Being	The hairy one (fem.)
anshar	Anšar	anshar	mesopotamian	Sky, Circle of Heaven	Whole sky
kishar	Kišar	kishar	mesopotamian	Earth, Circle of Earth	Whole earth
adad	Adad	adad	mesopotamian	Storm, Thunder	The thunderer
sin	Sîn	sin	mesopotamian	Moon	The moon god
gnosis	Gnṓsis	gnosis	greek	Knowledge, Insight	Knowledge
sophia	Sophía	sophia	greek	Wisdom	Wisdom, skill
doxa	Dóxa	doxa	greek	Opinion, Glory	Opinion, glory
episteme	Epistḗmē	episteme	greek	Knowledge, Science	Understanding
theoria	Theōría	theoria	greek	Contemplation	Viewing, contemplation
praxis	Prâxis	praxis	greek	Action, Practice	Action, deed
soteria	Sōtēría	soteria	greek	Salvation, Deliverance	Salvation
eudaimonia	Eudaimonía	eudaimonia	greek	Happiness, Flourishing	Good spirit, happiness
jnana	Jñāna	jnana	sanskrit	Knowledge, Wisdom	'Knowledge' — the liberating insight that discerns the real from the unreal
bhakti	Bhakti	bhakti	sanskrit	Devotion, Love	Devotion, loving attachment, faith — worship and piety directed toward the divin
dhyana	Dhyāna	dhyana	sanskrit	Meditation, Absorption	mental representation of the personal attributes of a deity, W.
tapas	Tapas	tapas	sanskrit	Heat, Austerity, Spiritual Power	'Heat' — the generative austerity that burns away impurity and powers creation
shunya	Śūnya	shunya	sanskrit	Emptiness, Zero	of Brahma, MW.
lingam	Língam	lingam	sanskrit	Symbol of Shiva, Cosmos	Mark, sign
yoni	Yoni	yoni	sanskrit	Source, Womb, Shakti	'Womb, source' — the feminine principle, the origin from which all creation flow
amitabha	Amitābha	amitabha	buddhist	Infinite Light, Pure Land	Of unmeasured splendour; infinite light; the Buddha of the Pure Land Sukhāvatī.
vairocana	Mahāvairocana	mahavairocana	buddhist	Universal Illumination, Cosmic Buddha	‘the Great Illuminator’, the cosmic Buddha at the centre of the Avataṃsaka Sūtra
akshobhya	Akṣobhya	akshobhya	buddhist	Immovable, East	The Unshakable — the immovable Buddha of the eastern pure land Abhirati (from a-
ratnasambhava	Ratnasambhava	ratnasambhava	buddhist	Jewel-Born, South	'Born of the Jewel' — the Dhyānibuddha of the southern jewel family
amoghasiddhi	Amoghasiddhi	amoghasiddhi	buddhist	Infallible Success, North	'Unfailing Accomplishment' — the fifth Dhyānibuddha, lord of the karma family
maitreya	Maitreya	maitreya	buddhist	Future Buddha, Loving-Kindness	'The Benevolent One' — the Bodhisattva who will return as the future Buddha
manjushri	Mañjuśrī	manjushri	buddhist	Wisdom, Intellect	Gentle glory
samantabhadra	Samantabhadra	samantabhadra	buddhist	Universal Good, Practice	'Universal Beneficence' — the Bodhisattva of practice, rider of the white elepha
ksitigarbha	Kṣitigarbha	ksitigarbha	buddhist	Earth Womb, Savior of Hell Beings	The Earth-Womb — bodhisattva of the great vow to empty the hells (kṣiti 'earth' 
vajrapani	Vajrapāṇi	vajrapani	buddhist	Thunderbolt Holder, Protection	The Vajra-Bearer — wielder of the thunderbolt, protector of the Buddha (vajra + 
tara	Tārā	tara	buddhist	Compassion, Liberation	She who saves — the goddess of compassion and liberation in Mahāyāna and Vajrayā
marici	Mārīci	marici	buddhist	Dawn, Light, Warrior Goddess	w.r. for marIci.
mahakala	Mahākāla	mahakala	buddhist	Time, Death, Protection	'Great Time' — the fierce protector who devours death itself
nagarjuna	Nāgārjuna	nagarjuna	buddhist	Emptiness, Madhyamaka	The great Buddhist master of the Middle Way — founder of the Madhyamaka school
asanga	Asanga	asanga	buddhist	Yogacara, Mind-Only	Without attachment
vasubandhu	Vasubandhu	vasubandhu	buddhist	Abhidharma, Yogacara	The celebrated Buddhist scholar — author of the Abhidharmakośa, co-founder of th
boddhisattva	Bodhisattva	boddhisattva	buddhist	Enlightenment Being, Compassion	'Awakening-being' — one who vows Buddhahood for the sake of all beings
arhat	Arhat	arhat	buddhist	Worthy One, Saint	an Arhat or superior divinity with the Jainas
nirvana	Nirvāṇa	nirvana	buddhist	Extinction, Liberation	of an Upaniṣad
shakyamuni	Śākyamuni	shakyamuni	buddhist	Enlightenment, Teaching, Historical Buddha	‘sage of the Śākya clan’, epithet of the historical Buddha Siddhārtha Gautama, M
mara	Māra	mara	buddhist	Death, Temptation, Illusion	‘death, the tempter’, the personification of death and desire who assailed the B
laozi	Lǎozǐ	laozi	taoist	Founder of Daoism, Sage	Old master
zhuangzi	Zhuāngzǐ	zhuangzi	taoist	Philosopher, Butterfly Dream	Master Zhuang
zhangdaoling	ZhāngDàolíng	zhangdaoling	taoist	First Celestial Master	Zhang Dao Ling
ludongbin	LǚDōngbīn	ludongbin	taoist	Immortal, Sword	Lu Dong Bin
zhongliquan	ZhōnglíQuán	zhongliquan	taoist	Immortal, Fan	Zhongli Quan
hexiangu	HéXiāngū	hexiangu	taoist	Immortal, Lotus	He Xian Gu
xiwangmu	Xīwángmǔ	xiwangmu	taoist	Queen Mother of the West	Western queen mother
dongwanggong	Dōngwánggōng	dongwanggong	taoist	King Father of the East	Eastern king lord
wenchang	Wénchāng	wenchang	taoist	Literature, Exams	Literary prosperity
zhenwu	Zhēnwǔ	zhenwu	taoist	Perfected Warrior, North	Perfected warrior
hananim	Hwanin	hananim	korean	Supreme God, Heaven	Lord of Heaven
dangun	Dangun	dangun	korean	Founder of Korea, First King	Lord of the sandalwood
hwanung	Hwanung	hwanung	korean	Son of Heaven, Descended	Heavenly prince
samshin	Samshin	samshin	korean	Birth, Triple Spirits	Three spirits
halmoni	Halmoni	halmoni	korean	Grandmother Spirit, Earth	Grandmother
jowangshin	Jowangshin	jowangshin	korean	Kitchen, Hearth	Kitchen king spirit
seonangshin	Seonangshin	seonangshin	korean	Village Guardian, Boundary	Village spirit
yongwang	Yongwang	yongwang	korean	Dragon King, Sea	Dragon king
mago	Mago	mago	korean	Creator Goddess, Earth	Great goddess
chilsong	Chilsong	chilsong	korean	Seven Stars, Ursa Major	Seven stars
sosin	Sosin	sosin	korean	Messenger, Revealer	Revealer of things
baekdusan	Baekdusan	baekdusan	korean	Sacred Mountain, Origin	White head mountain
baal	Baꜥal	baal	canaanite	Storm God, Lord of the Heavens	Canaanite storm and fertility god; the title "Lord" (baʿlu) was also applied to 
el	Ēl	el	canaanite	Supreme God, Father of Gods	The high god of the Canaanite pantheon; the common Semitic word for "god" and a 
anat	ꜥAnat	anat	canaanite	Goddess of War and the Hunt	Canaanite warrior goddess, sister and ally of Baꜥal
aseratu	Ašeratu	aseratu	phoenician	Sea, Mother Goddess	She who treads on the sea
mot	Mūt	mot	phoenician	Death, Underworld	Death
yammu	Yammu	yammu	phoenician	Sea, Chaos	Sea
shapash	Šāpšu	shapash	canaanite	Sun	The sun
kothar	Kôṯaru	kothar	phoenician	Craft, Magic	Skilled one
dagan	Dāgān	dagan	phoenician	Grain, Fertility	Grain
astartu	Aštartu	astartu	phoenician	Love, War, Venus	She of the womb
tarhunash	Tarḫunash	tarhunash	hittite	Storm, Weather, King	The conqueror
arinniti	Arinna	arinniti	hittite	Sun Goddess, Supreme	Of Arinna
telipinu	Telipinu	telipinu	hittite	Agriculture, Vanishing God	Unknown
inaras	Inaras	inaras	hittite	Wild Animals, Hunt	Unknown
hannahannas	Ḫannaḫannas	hannahannas	hittite	Mother, Grandmother	Grandmother
wurusemu	Wurušemu	wurusemu	hittite	Earth, Fertility	Unknown
kumarbis	Kumarbiš	kumarbis	hittite	Grain, Father of Gods	Unknown
alalu	Alalu	alalu	hittite	Primordial King, Heaven	Unknown
confucius	Kǒngzǐ	confucius	chinese	Philosopher, Ethics, Society	Master Kong
mencius	Mèngzǐ	mencius	chinese	Philosopher, Human Nature	Master Meng
mozi	Mòzǐ	mozi	chinese	Philosopher, Universal Love	Master Mo
laojun	Lǎojūn	laojun	chinese	Deified Laozi, Supreme	Old lord
sanzang	Sānzàng	sanzang	chinese	Tripitaka Master, Journey	Three baskets
bodhidharma	Bodhidharma	bodhidharma	chinese	Zen Patriarch, Wall-Gazer	Dharma of awakening
wudang	Wǔdāng	wudang	chinese	Sacred Mountain, Martial Arts	Military balance
wutai	Wǔtái	wutai	chinese	Sacred Mountain, Manjushri	Five terraces
putuo	Pǔtuó	putuo	chinese	Sacred Mountain, Guanyin	Potalaka
emei	Éméi	emei	chinese	Sacred Mountain, Samantabhadra	High eyebrow
jiuhua	Jiǔhuá	jiuhua	chinese	Sacred Mountain, Ksitigarbha	Nine splendors
lingbao	Língbǎo	lingbao	chinese	Numinous Treasure, Dao	Spiritual treasure
shangqing	Shàngqīng	shangqing	chinese	Supreme Clarity, Dao	Supreme purity
quanzhen	Quánzhēn	quanzhen	chinese	Complete Perfection, Dao	Complete reality
wenshu	Wénshū	wenshu	chinese	Manjushri in Chinese	Cultured mystery
olympia	Olympía	olympia	greek	Games, Zeus, Sanctuary	Of Olympus
eleusis	Eleusís	eleusis	greek	Mysteries, Demeter, Initiation	Arrival
knossos	Knōssós	knossos	greek	Palace, Minotaur, Labyrinth	Unknown
uppsala	Uppsala	uppsala	norse	Temple, Freyr, Sacred Grove	Upper halls
karnak	Karnak	karnak	egyptian	Temple Complex, Amun	Fortified village
luxor	Luxor	luxor	egyptian	Temple, Thebes, Amun	The palaces
varanasi	Vārāṇasī	varanasi	sanskrit	Sacred City, Shiva, Ganges	The city Benares (Banāras) — the sacred city of Śiva on the Ganges, said to take
kailasa	Kailāsa	kailasa	sanskrit	Sacred Mountain, Shiva	Name of a mountain — the fabled residence of Kubera and paradise of Śiva, placed
meru	Meru	meru	sanskrit	Cosmic Mountain, Axis Mundi	Name of a fabulous mountain — the central point of Jambūdvīpa, round which the s
benares	Benarés	benares	sanskrit	Sacred City, Alternative name	Same as Varanasi
yamuna	Yamunā	yamuna	sanskrit	Sacred River, Twin of Yama	The Twin River — daughter of Sūrya, twin of Yama, Kṛṣṇa's beloved water
sarnath	Sarnath	sarnath	buddhist	First Sermon, Deer Park	Lord of the deer
lumbini	Lumbinī	lumbini	buddhist	Birthplace of Buddha	or f(I).
aeolus	Aíolos	aeolus	greek	Winds, Keeper	Changeable, nimble
boreas	Boreás	boreas	greek	North Wind	The devouring one
notos	Nótos	notos	greek	South Wind	The moist one
eurus	Eûros	eurus	greek	East Wind	The burning one
zephyros	Zéphyros	zephyros	greek	West Wind	The west wind
momos	Mómos	momos	greek	Blame, Mockery, Criticism	Blame, disgrace
oizys	Oizýs	oizys	greek	Misery, Pain, Distress	Misery
alastor	Alástōr	alastor	greek	Avenging Spirit, Nemesis	The unforgetting
ephiales	Ephiálēs	ephiales	greek	Nightmare, Demon	The leaper
limos	Līmós	limos	greek	Famine, Starvation	Hunger, famine
phthonus	Phthónos	phthonus	greek	Envy, Jealousy	Envy, malice
alecto	Aléktō	alecto	greek	Fury, Unceasing Anger	The unceasing
megaera	Megáira	megaera	greek	Fury, Jealousy	The jealous one
tisiphone	Tisíphonē	tisiphone	greek	Fury, Avenging Murder	Avenging murder
chamunda	Cāmuṇḍā	chamunda	sanskrit	Death, Destruction, Yogini	A fierce form of Durgā, so named because she slew the demons Caṇḍa and Muṇḍa.
ravana	Rāvaṇa	ravana	sanskrit	Ten-Headed King, Lanka	The ruler of Laṅkā (Ceylon) and famous chief of the Rākṣasas, whose destruction 
nal	Nál	nal	norse	Needle, Mother of Loki	Needle
sigyn	Sigyn	sigyn	norse	Loyalty, Wife of Loki	Victorious girl-friend
angrboda	Angrboða	angrboda	norse	Monster Mother, Sorcery	She who offers sorrow
surt	Surt	surt	norse	Fire Giant, Ragnarok	The black one
bestla	Bestla	bestla	norse	Mother of Odin, Giantess	Bark, bast
kebechet	Kebehet	kebechet	egyptian	Embalming, Purification	The cooling water
serapis	Serapis	serapis	egyptian	Syncretic God, Underworld	Composite of Osiris and Apis
harpokrates	Harpokrátēs	harpokrates	egyptian	Child Horus, Silence	Horus the child
onuris	Onuris	onuris	egyptian	War, Hunting	He who brings back the distant one
sokar	Skr	sokar	egyptian	Death, Memphis, Underworld	The mysterious one
esengraim	Esengráin	esengraim	celtic	Sun, Healing	Beloved of the sun
ecne	Ecne	ecne	celtic	Knowledge, Wisdom	Knowledge
midir	Midir	midir	celtic	Underworld, Fairy King	Judge
etain	Étaín	etain	celtic	Beauty, Shapeshifting	Jealousy
deirdre	Deirdre	deirdre	celtic	Tragedy, Beauty	Sorrowful
niamh	Niamh	niamh	celtic	Beauty, Otherworld	Bright, radiant
oisin	Oisín	oisin	celtic	Poet, Warrior, Son of Finn	Little fawn
fudo	Fudō	fudo	japanese	Immovable Wisdom King	Immovable
marishiten	Marishiten	marishiten	japanese	War, Invisibility, Sun	Marici in Japanese
goshin	Goshin	goshin	japanese	Five Deities, Protection	Five gods
nabu	Nabû	nabu	mesopotamian	Wisdom, Writing	The announcer
gula	Gula	gula	mesopotamian	Healing, Medicine	The great one
namtar	Namtar	namtar	mesopotamian	Fate, Death Demon	Fate, destiny
toci	Tocî	toci	nahuatl	Healing, Childbirth	Our grandmother
athrawan	Āθrauuan	athrawan	zoroastrian	Fire Priest, Ritual	Fire-possessing
haoma	Haoma	haoma	zoroastrian	Sacred Plant, Immortality	The pressed one
verethragna	Vərəθraγna	verethragna	zoroastrian	Victory, War	Smiting of resistance
ma	Mꜣ	ma	egyptian	Truth, Rightness, Correctness, Measure	Truth, rightness, correctness, measure. Root of Maat (mꜣꜥt), the cosmic principl
maa	Mꜥ	maa	egyptian	Vision, Perception, Understanding	To see, to perceive, to understand. A core verb root, extremely common in texts
akh	Ꜣḫ	akh	egyptian	Soul, Afterlife, Transfiguration	Akh, transfigured spirit; effective, luminous being. One of the highest forms of
ab	Ꜣb	ab	egyptian	Heart, Conscience, Emotion	Heart. Central to the weighing of the heart ritual. Represents conscience, emoti
sa	Sꜥ	sa	egyptian	Son, Divine Lineage, Kinship	Son. Used constantly in divine titles: Son of Ra, Son of Horus. A very common an
hm	Ḥm	hm	egyptian	Majesty, Servant, Priest	Majesty; servant; priest. Appears in royal titulary (His Majesty). Also used for
khp	Ḫp	khp	egyptian	Form, Appearance, Manifestation	Form; appearance; shape; manifestation. Important in magical and ritual contexts
njord	Njord	njord	norse	Sea, Wind, Wealth	Variant: plain anglicization (no o-slash)
libye	Libyē	libye	greek-location	Personified Continent of Africa	The African continent (etymology uncertain)
aigyptos	Aígyptos	aigyptos	greek-location	Personified Egypt, the Black Land	From Egyptian Ḥwt-kꜣ-ptḥ ("House of the Ka of Ptah")
asia	Asía	asia	greek-location	Personified Continent of Asia	The eastern continent (possibly from Assuwa)
europe	Eurṓpē	europe	greek-location	Personified Continent of Europe	Broad-faced (from εὐρύς + ὤψ)
rta	Ṛta	rta	sanskrit	Cosmic Order, Truth, Law	Cosmic order, truth — the Vedic principle of rightness that governs gods and nat
ba	Bꜣ	ba	egyptian	Soul, Personality, Manifestation	The soul, personality, or manifestation of a person. One of the five components 
ka	Kꜣ	ka	egyptian	Vital Essence, Life Force	The vital essence, life force, or double of a person. Created at birth and survi
astart	Aštart	astart	phoenician	Love, War, Fertility, Venus	She of the womb. The planet Venus as deity. Queen of heaven.
athiratu	ʾAṯiratu	athiratu	canaanite	Lady of the Sea, Mother of the Gods	‘Lady of the Sea’ — the Ugaritic mother of the gods (rbt ʾaṯrt ym), consort of ʾ
asherah	ꜥAsherah	asherah	canaanite	Mother Goddess, Lady of the Sea	Canaanite mother goddess, consort of Ēl and patroness of childbirth
okeanos	Ōkeanós	okeanos	greek	Ocean, Fresh Water	The great river encircling the world
trengtreng	Trengtreng	trengtreng	mapuche	Flood, Land-Shaping	Mapuche thunder and war god
asa	Aša	asa	zoroastrian	Truth, Righteousness, Cosmic Order	Truth, righteousness, and the cosmic order. The central ethical and metaphysical
vac	Vāc	vac	sanskrit	Speech, Voice, Sacred Word	Speech personified — the Vedic goddess of sacred utterance (Vāc)
hen	Hén	hen	greek	Unity, The One, Oneness	Greek neuter of εἷς, "one"; philosophically "The One" in Neoplatonism.
nirmata	Nirmātā	nirmata	sanskrit	Creation, The Divine Architect	Creator, maker, architect (from Sanskrit निर्मातृ)
leviathan	Liwyāṯān	leviathan	canaanite	Sea Serpent, Chaos	Coiled sea serpent
ankh	ꜥnḫ	ankh	egyptian	Symbol of Life	Life; Egyptian ankh sign
nht	Nḫt	nekhet	egyptian	Strength, Victory	Strong, mighty, victorious
moses	Mōšeh	moses	canaanite	Prophet, Lawgiver	Hebrew prophet and lawgiver
david	Dāwîḏ	david	canaanite	King, Psalmist	Second king of Israel
solomon	Šəlōmōh	solomon	canaanite	King, Sage	Third king of Israel, builder of the Temple
noah	Nōaḥ	noah	canaanite	Patriarch, Survivor	Builder of the ark
cain	Qāyīn	qayin	canaanite	First Murderer	First son of Adam and Eve
abel	Hāḇel	habel	canaanite	First Victim	Second son of Adam and Eve
long	Lóng	long	chinese	Dragon	Chinese dragon
wuji	Wújí	wuji	taoist	Limitless, Ultimate Nothing	The primordial state of emptiness
yinyang	Yīnyáng	yinyang	taoist	Cosmic Duality	Interdependence of opposites
hygieia	Hygíeia	hygieia	greek	Health, Hygiene, Wellness	Health, soundness; personified as the goddess of health and cleanliness
papatuanuku	Papatūānuku	papatuanuku	polynesian	Earth, Creation, Fertility	Earth Mother; the land that gives birth to all living things
tiandi	Tiāndì	tiandi	chinese	Cosmology, Heaven and Earth, Order	Heaven and Earth; the natural order of the cosmos
yam	Yām	yam	canaanite	Sea, Primordial Waters, Chaos	Sea; the deified primordial ocean in Ugaritic and Canaanite myth
adamas	Adámas	adamas	greek	Gem, Concept, Invincibility	Unbreakable; the adamant; the hardest substance; origin of "diamond"
narke	Nárkē	narke	greek	Numbness, Sleep, Root Word	Numbness, stiffness, torpor; root of "narcotic"
eirene	Eirḗnē	eirene	greek	Peace, Order, Seasons	Peace; personified as a goddess
atlantis	Atlantís	atlantis	greek-location	Lost Island, Legendary Realm, Sea	Daughter of Atlas; the legendary lost island civilization
elysion	Ēlysion	elysion	greek-location	Afterlife, Paradise, Blessed Realm	Elysian plain; abode of the blessed dead
hyperborea	Hyperbórea	hyperborea	greek-location	Far North, Legendary Land, Sun	Beyond the north wind; a legendary northern paradise
phaethon	Phaethōn	phaethon	greek	Sun, Chariot, Light, Fall	Shining one; son of Helios
smaragdos	Smáragdos	smaragdos	greek	Gem, Green Stone, Jewel	Emerald; any green precious stone
hyakinthos	Hýakinthos	hyakinthos	greek	Gem, Flower, Root Word, Apotheosis	Hyacinth; blue gem or flower; youth loved by Apollo
amethystos	Ámethystos	amethystos	greek	Gem, Stone, Sobriety	Amethyst; literally "not drunk"
thalassa	Thálassa	thalassa	greek	Sea, Salt Water, Primordial	Sea; the salt sea
he	Hē	he	greek	The Divine Feminine Principle, She Who Is	Feminine nominative singular article in Ancient Greek; in Orphic and Neoplatonic
perkunas	Perkūnas	perkunas	baltic	God of Thunder, Lightning and Storms	Lithuanian/Baltic thunder deity, cognate with Slavic Perun and Indo-Iranian Parj
buri	Búri	buri	norse	First God of the Norse Pantheon, Progenitor of the Æsir	In the Prose Edda, Búri is the primeval ancestor born from the salty rime, fathe
tian	Tiān	tian	chinese	Heaven, Sky, Cosmic Order	The supreme celestial force and moral order of the cosmos
mictlantecutli	Mictlāntēcutli	mictlantecutli	nahuatl	Lord of Mictlān, Death, Underworld	Lord of the Land of the Dead
cihuacoatl	Cihuacōātl	cihuacoatl	nahuatl	Childbirth, Motherhood, Earth	Snake Woman
achilleus	Achilleús	achilleus	greek	War, Glory, Rage	Possibly 'grief of the people' (from ἄχος + λαός), or a pre-Greek name
asklepios	Asklēpiós	asklepios	greek	Medicine, Healing, Renewal	Uncertain; possibly related to ἀσκαλαβώτης (lizard) or a pre-Greek healing root
drakon	Drákōn	drakon	greek	Serpent, Guardian, Vigilance	'The one who sees clearly' (from δέρκομαι, to see)
monokeros	Monókerōs	monokeros	greek	Rarity, Ferocity, Wonder	'Single-horned' (from μόνος + κέρας)
pegasos	Pḗgasos	pegasos	greek	Flight, Inspiration, Freedom	Possibly from πηγή (spring) or a pre-Greek name
tyche	Týchē	tyche	greek	Fortune, Chance, Turning	'That which happens' (from τυγχάνω)
diana	Diāna	diana	roman	Moon, Hunt, Wilderness	'The bright one, goddess' (from the root *dyēu-, to shine)
ianus	Iānus	ianus	roman	Beginnings, Doors, Transitions	'Passage, arched door' (from ianua)
iuno	Iūnō	iuno	roman	Queenship, Marriage, Sky	From the same root as Iuppiter, the bright sky
iuppiter	Iūpiter	iuppiter	roman	Sky, Thunder, Sovereignty	'Sky-father' (from *Dyēu-pater)
neptunus	Neptūnus	neptunus	roman	Sea, Horses, Earthquake	Possibly related to nepos (descendant) or a pre-Roman water root
vulcanus	Vulcānus	vulcanus	roman	Fire, Forge, Craft	Possibly from fulgere (to flash) or a pre-Roman fire root
steh	Stḫ	steh	egyptian	Desert, Storm, Strength	The god Seth/Setekh; etymology disputed, possibly "the one who separates"
hp	Ḥꜥpy	hp	egyptian	Nile, Inundation, Abundance	The Nile flood god Hapi; from ḥꜥpj
amsa	Aṃśa	amsa	sanskrit	Share, Portion, Light	'Portion, share' (from aṃśa), one of the twelve Ādityas
daksa	Dakṣa	daksa	sanskrit	Skill, Creation, Order	'The skilled, the able' (from dakṣa), a Prajāpati
dhatr	Dhātṛ	dhatr	sanskrit	Creation, Ordinance, Support	'The Ordainer, the Establisher' (from dhā, to place), an Āditya
pusan	Pūṣan	pusan	sanskrit	Journeys, Nourishment, Roads	'The Nourisher' (from puṣ, to thrive), Vedic solar guide of roads
tvastr	Tvaṣṭṛ	tvastr	sanskrit	Craft, Making, Form	'The Fashioner, the Maker' (from tvaṣ, to form), the divine craftsman
mengpo	Mèngpó	mengpo	chinese	Forgetting, Passage, Tea	'Old Lady Meng' (孟婆), the goddess who brews the tea of forgetfulness
pangu	Pángǔ	pangu	chinese	Creation, Separation, Foundation	'Coiled antiquity' (盤古), the giant who split heaven from earth
yanluo	Yánluó	yanluo	chinese	Judgment, Underworld, Order	'King Yan' (閻羅, from Yama), the judge of the dead
honshu	Honshū	honshu	japanese	Center, Mainland, Heart	'Main island' (本州)
kyushu	Kyūshū	kyushu	japanese	South, Volcanoes, Origins	'Nine provinces' (九州)
tumatauenga	Tūmatauenga	tumatauenga	polynesian	War, Humanity, Strength	'The man of furious face' (tū + mata + ēngā), god of war and of humankind
guandi	Guāndì	guandi	chinese	War, Loyalty, Protection	"Emperor Guan" — the deified general Guān Yǔ, god of war, loyalty, and righteous
gauri	Gaurī	gauri	sanskrit	Motherhood, Beauty, Austerity	"The Golden One" — the radiant form of the Great Goddess, mother of the universe
sani	Śani	sani	sanskrit	Justice, Saturn, Karma	"The Slow One" — Saturn as the lord of karma, justice, discipline, and time
orun	Ọrun	orun	yoruba	Sky, Heaven, Destiny	"Heaven" — the sky-realm of the orisha, the divine order above the world
xiuhtecuhtli	Xiuhtēcuhtli	xiuhtecuhtli	nahuatl	Fire, Time, Hearth	"Fire Lord" — the Aztec fire god, lord of the hearth and of the year
pluto	Plūtō	pluto	roman	Underworld, Wealth, the Dead	"The Rich One" — Roman lord of the underworld and of buried wealth
ceres	Cerēs	ceres	roman	Agriculture, Grain, Harvest	Goddess of grain and growth — the source of the word "cereal"
mixcoatl	Mixcōātl	mixcoatl	nahuatl	Clouds, Hunting, the Milky Way	"Cloud Serpent" — god of the hunt, of clouds, and of the starry road
oba	Ọbà	oba	yoruba	River, Devotion, Sanctuary	The river orisha Ọba — co-wife of the thunder god, lady of the sacred waters
ashavahista	Ašavahišta	ashavahista	zoroastrian	Truth, Righteousness, Fire	"Best Truth" — the Amesha Spenta of cosmic order (Aša), guardian of the sacred f
